0.000000 	 0.500000 	-0.433013 	 -0.250000 	0.433013 	 -0.250000 	
-0.000058 	 0.500000 	-0.432984 	 -0.250050 	0.433042 	 -0.249950 	
-0.000661 	 0.500000 	-0.432682 	 -0.250572 	0.433343 	 -0.249428 	
-0.003818 	 0.499994 	-0.431098 	 -0.253303 	0.434916 	 -0.246690 	
-0.008174 	 0.499971 	-0.428900 	 -0.257065 	0.437075 	 -0.242906 	
-0.012807 	 0.499929 	-0.426548 	 -0.261055 	0.439354 	 -0.238874 	
-0.017481 	 0.499868 	-0.424158 	 -0.265073 	0.441639 	 -0.234795 	
-0.022149 	 0.499788 	-0.421754 	 -0.269075 	0.443903 	 -0.230712 	
-0.026801 	 0.499689 	-0.419343 	 -0.273055 	0.446144 	 -0.226634 	
-0.031434 	 0.499572 	-0.416925 	 -0.277009 	0.448359 	 -0.222563 	
-0.036049 	 0.499437 	-0.414501 	 -0.280938 	0.450550 	 -0.218499 	
-0.040646 	 0.499284 	-0.412070 	 -0.284842 	0.452716 	 -0.214442 	
-0.045224 	 0.499114 	-0.409633 	 -0.288722 	0.454858 	 -0.210392 	
-0.049785 	 0.498926 	-0.407190 	 -0.292578 	0.456975 	 -0.206348 	
-0.054327 	 0.498721 	-0.404742 	 -0.296410 	0.459069 	 -0.202312 	
-0.058853 	 0.498499 	-0.402287 	 -0.300218 	0.461139 	 -0.198282 	
-0.063361 	 0.498260 	-0.399826 	 -0.304002 	0.463186 	 -0.194258 	
-0.067851 	 0.498005 	-0.397359 	 -0.307763 	0.465210 	 -0.190241 	
-0.072325 	 0.497733 	-0.394887 	 -0.311502 	0.467212 	 -0.186231 	
-0.076782 	 0.497444 	-0.392408 	 -0.315218 	0.469191 	 -0.182227 	
-0.081223 	 0.497140 	-0.389924 	 -0.318911 	0.471147 	 -0.178229 	
-0.085648 	 0.496819 	-0.387434 	 -0.322583 	0.473082 	 -0.174237 	
-0.090056 	 0.496483 	-0.384939 	 -0.326232 	0.474995 	 -0.170251 	
-0.094449 	 0.496131 	-0.382437 	 -0.329861 	0.476886 	 -0.166270 	
-0.098826 	 0.495763 	-0.379930 	 -0.333468 	0.478757 	 -0.162295 	
-0.103189 	 0.495380 	-0.377417 	 -0.337054 	0.480606 	 -0.158326 	
-0.107536 	 0.494982 	-0.374899 	 -0.340620 	0.482435 	 -0.154362 	
-0.111869 	 0.494568 	-0.372374 	 -0.344165 	0.484243 	 -0.150403 	
-0.116187 	 0.494140 	-0.369844 	 -0.347691 	0.486031 	 -0.146449 	
-0.120491 	 0.493696 	-0.367308 	 -0.351197 	0.487799 	 -0.142499 	
-0.124782 	 0.493238 	-0.364766 	 -0.354683 	0.489548 	 -0.138555 	
-0.129059 	 0.492765 	-0.362218 	 -0.358151 	0.491276 	 -0.134614 	
-0.133323 	 0.492277 	-0.359663 	 -0.361599 	0.492986 	 -0.130678 	
-0.137573 	 0.491775 	-0.357103 	 -0.365030 	0.494677 	 -0.126746 	
-0.141812 	 0.491259 	-0.354537 	 -0.368442 	0.496348 	 -0.122817 	
-0.146037 	 0.490728 	-0.351964 	 -0.371836 	0.498002 	 -0.118892 	
-0.150251 	 0.490183 	-0.349385 	 -0.375213 	0.499636 	 -0.114970 	
-0.154453 	 0.489623 	-0.346800 	 -0.378572 	0.501253 	 -0.111051 	
-0.158644 	 0.489050 	-0.344208 	 -0.381915 	0.502852 	 -0.107135 	
-0.162824 	 0.488462 	-0.341609 	 -0.385241 	0.504433 	 -0.103222 	
-0.166993 	 0.487861 	-0.339004 	 -0.388550 	0.505996 	 -0.099311 	
-0.171151 	 0.487245 	-0.336391 	 -0.391844 	0.507543 	 -0.095401 	
-0.175300 	 0.486616 	-0.333772 	 -0.395122 	0.509072 	 -0.091494 	
-0.179438 	 0.485973 	-0.331146 	 -0.398384 	0.510584 	 -0.087588 	
-0.183567 	 0.485315 	-0.328512 	 -0.401632 	0.512079 	 -0.083684 	
-0.187687 	 0.484644 	-0.325871 	 -0.404864 	0.513558 	 -0.079780 	
-0.191799 	 0.483959 	-0.323222 	 -0.408082 	0.515021 	 -0.075877 	
-0.195902 	 0.483261 	-0.320565 	 -0.411286 	0.516467 	 -0.071975 	
-0.199996 	 0.482548 	-0.317901 	 -0.414476 	0.517897 	 -0.068072 	
-0.204083 	 0.481822 	-0.315228 	 -0.417652 	0.519312 	 -0.064170 	
-0.208163 	 0.481082 	-0.312548 	 -0.420815 	0.520711 	 -0.060267 	
-0.212235 	 0.480328 	-0.309858 	 -0.423965 	0.522094 	 -0.056363 	
-0.216301 	 0.479560 	-0.307161 	 -0.427102 	0.523462 	 -0.052458 	
-0.220360 	 0.478778 	-0.304454 	 -0.430227 	0.524815 	 -0.048551 	
-0.224414 	 0.477983 	-0.301738 	 -0.433340 	0.526152 	 -0.044643 	
-0.228462 	 0.477173 	-0.299014 	 -0.436440 	0.527475 	 -0.040733 	
-0.232504 	 0.476350 	-0.296279 	 -0.439529 	0.528783 	 -0.036821 	
-0.236541 	 0.475513 	-0.293535 	 -0.442607 	0.530077 	 -0.032906 	
-0.240574 	 0.474661 	-0.290782 	 -0.445674 	0.531355 	 -0.028987 	
-0.244602 	 0.473795 	-0.288018 	 -0.448730 	0.532620 	 -0.025066 	
-0.248627 	 0.472916 	-0.285243 	 -0.451775 	0.533870 	 -0.021141 	
-0.252648 	 0.472021 	-0.282459 	 -0.454810 	0.535106 	 -0.017211 	
-0.256665 	 0.471113 	-0.279663 	 -0.457835 	0.536329 	 -0.013278 	
-0.260680 	 0.470190 	-0.276857 	 -0.460851 	0.537537 	 -0.009339 	
-0.264692 	 0.469253 	-0.274039 	 -0.463857 	0.538731 	 -0.005396 	
-0.268703 	 0.468301 	-0.271209 	 -0.466854 	0.539912 	 -0.001447 	
-0.272711 	 0.467334 	-0.268368 	 -0.469842 	0.541079 	 0.002507 	
-0.276717 	 0.466353 	-0.265515 	 -0.472821 	0.542232 	 0.006468 	
-0.280723 	 0.465357 	-0.262649 	 -0.475791 	0.543372 	 0.010435 	
-0.284727 	 0.464345 	-0.259771 	 -0.478754 	0.544499 	 0.014409 	
-0.288732 	 0.463319 	-0.256880 	 -0.481708 	0.545612 	 0.018389 	
-0.292736 	 0.462277 	-0.253976 	 -0.484655 	0.546712 	 0.022378 	
-0.296740 	 0.461220 	-0.251059 	 -0.487594 	0.547798 	 0.026374 	
-0.300744 	 0.460148 	-0.248127 	 -0.490526 	0.548872 	 0.030378 	
-0.304750 	 0.459059 	-0.245182 	 -0.493451 	0.549932 	 0.034391 	
-0.308756 	 0.457955 	-0.242223 	 -0.496368 	0.550979 	 0.038413 	
-0.312764 	 0.456835 	-0.239249 	 -0.499279 	0.552013 	 0.042444 	
-0.316774 	 0.455699 	-0.236260 	 -0.502184 	0.553034 	 0.046484 	
-0.320785 	 0.454547 	-0.233256 	 -0.505082 	0.554042 	 0.050535 	
-0.324800 	 0.453378 	-0.230237 	 -0.507974 	0.555037 	 0.054596 	
-0.328816 	 0.452193 	-0.227202 	 -0.510860 	0.556019 	 0.058667 	
-0.332836 	 0.450991 	-0.224152 	 -0.513740 	0.556988 	 0.062749 	
-0.336859 	 0.449772 	-0.221084 	 -0.516614 	0.557943 	 0.066842 	
-0.340885 	 0.448536 	-0.218001 	 -0.519483 	0.558886 	 0.070948 	
-0.344916 	 0.447282 	-0.214900 	 -0.522347 	0.559816 	 0.075065 	
-0.348950 	 0.446012 	-0.211782 	 -0.525205 	0.560732 	 0.079194 	
-0.352989 	 0.444723 	-0.208647 	 -0.528059 	0.561636 	 0.083336 	
-0.357032 	 0.443417 	-0.205494 	 -0.530907 	0.562526 	 0.087490 	
-0.361080 	 0.442092 	-0.202323 	 -0.533751 	0.563403 	 0.091658 	
-0.365133 	 0.440750 	-0.199134 	 -0.536590 	0.564267 	 0.095840 	
-0.369192 	 0.439388 	-0.195925 	 -0.539424 	0.565118 	 0.100035 	
-0.373256 	 0.438009 	-0.192698 	 -0.542254 	0.565955 	 0.104245 	
-0.377326 	 0.436610 	-0.189452 	 -0.545079 	0.566778 	 0.108469 	
-0.381402 	 0.435192 	-0.186186 	 -0.547900 	0.567588 	 0.112708 	
-0.385485 	 0.433755 	-0.182900 	 -0.550717 	0.568385 	 0.116962 	
-0.389573 	 0.432298 	-0.179594 	 -0.553529 	0.569168 	 0.121231 	
